timestamp,lat,lon,elevation,speed,azimuth
2024-01-25T09:16:23.084000,39.599243,-105.94122,3084.215623,9.733362,186
2024-01-25T09:16:25.081000,39.599152,-105.941234,3086.843663,11.285253,193
2024-01-25T09:16:28.083000,39.599025,-105.941259,3087.468125,9.758268,189
2024-01-25T09:16:31.084000,39.598918,-105.941288,3087.176883,7.666195,186
2024-01-25T09:16:51.084000,39.598899,-105.941287,3086.643944,0,-1
2024-01-25T09:16:51.084000,39.598899,-105.941287,3086.643944,0,0
2024-01-25T09:17:29.082000,39.598802,-105.941302,3089.743039,3.029539,200.100006
2024-01-25T09:17:32.100000,39.598682,-105.941323,3094.20304,4.989754,187
2024-01-25T09:17:34.084000,39.598581,-105.941325,3094.699435,7.493415,180
2024-01-25T09:17:36.084000,39.59847,-105.941322,3095.610877,7.05581,179
2024-01-25T09:17:38.083000,39.598361,-105.94132,3095.237605,8.414977,183
2024-01-25T09:17:40.078000,39.598231,-105.941318,3094.987044,10.010353,182
2024-01-25T09:17:42.084000,39.59811,-105.941309,3095.777372,10.60886,180
2024-01-25T09:17:44.082000,39.597982,-105.941292,3097.366117,11.304298,178
2024-01-25T09:17:46.088000,39.597844,-105.941276,3098.112328,11.402157,182.899994
2024-01-25T09:17:48.091000,39.597711,-105.941284,3100.125446,11.763425,183
2024-01-25T09:17:50.083000,39.597586,-105.941287,3100.764395,11.447529,183
2024-01-25T09:17:52.092000,39.597466,-105.941282,3102.375681,11.661804,181
2024-01-25T09:17:54.088000,39.597357,-105.941278,3102.158353,12.293867,178
2024-01-25T09:17:56.094000,39.597256,-105.941275,3104.256977,11.465029,183
2024-01-25T09:17:58.288000,39.597162,-105.941275,3105.525337,10.875644,180
2024-01-25T09:18:01.088000,39.597041,-105.941266,3109.634941,10.513028,177
2024-01-25T09:18:04.088000,39.596917,-105.941245,3113.953714,9.333151,176
2024-01-25T09:18:07.084000,39.596823,-105.94121,3117.717763,8.842257,171.899994
2024-01-25T09:18:10.084000,39.596701,-105.941206,3124.485369,10.340104,180
2024-01-25T09:18:12.084000,39.596608,-105.941207,3129.31308,11.244889,183
2024-01-25T09:18:14.088000,39.596507,-105.941212,3132.134448,11.42155,181
2024-01-25T09:18:16.084000,39.596409,-105.941216,3136.547024,11.190225,174.100006
2024-01-25T09:18:19.084000,39.596274,-105.941215,3142.121187,10.521199,183
2024-01-25T09:18:21.084000,39.59616,-105.941223,3146.607459,11.791412,187
2024-01-25T09:18:23.083000,39.596058,-105.941238,3149.827211,10.936409,182
2024-01-25T09:18:26.084000,39.595925,-105.941235,3152.130284,11.556364,179
2024-01-25T09:18:28.084000,39.595819,-105.941219,3153.852654,10.97639,177
2024-01-25T09:18:31.088000,39.595691,-105.941205,3157.610491,11.169117,175
2024-01-25T09:18:33.084000,39.595598,-105.941204,3159.960984,11.400777,177
2024-01-25T09:18:35.084000,39.595499,-105.941205,3157.463396,11.426998,175
2024-01-25T09:18:38.084000,39.595379,-105.941189,3161.989341,11.125096,175
2024-01-25T09:18:40.088000,39.595287,-105.941189,3168.703313,11.739492,177
2024-01-25T09:18:43.084000,39.595159,-105.941192,3172.752774,11.379615,182
2024-01-25T09:18:46.084000,39.595029,-105.941188,3177.482398,11.471594,177
2024-01-25T09:18:48.088000,39.594937,-105.94118,3179.867893,11.568948,180
2024-01-25T09:18:51.084000,39.594805,-105.941177,3184.939578,10.801329,176
2024-01-25T09:18:54.082000,39.594699,-105.941206,3189.37972,11.438059,186
2024-01-25T09:18:56.088000,39.594609,-105.94122,3191.74515,11.423518,188
2024-01-25T09:18:59.084000,39.594482,-105.941244,3190.474105,11.045242,189
2024-01-25T09:19:02.084000,39.594345,-105.941242,3196.10465,11.537211,181
2024-01-25T09:19:04.095000,39.594248,-105.941224,3204.574187,12.081959,178
2024-01-25T09:19:06.091000,39.594152,-105.941208,3207.199717,12.323607,179
2024-01-25T09:19:08.096000,39.594053,-105.941198,3209.671227,12.067494,180
2024-01-25T09:19:10.084000,39.593959,-105.941192,3213.215085,12.082885,183
2024-01-25T09:19:12.092000,39.593858,-105.941186,3216.551633,11.28743,172.100006
2024-01-25T09:19:14.084000,39.593766,-105.94118,3217.594473,11.154987,182
2024-01-25T09:19:16.082000,39.593671,-105.941183,3219.746948,10.514477,173.100006
2024-01-25T09:19:18.084000,39.593575,-105.94117,3223.247205,11.36835,177.899994
2024-01-25T09:19:20.095000,39.593469,-105.941171,3228.481447,12.146031,182
2024-01-25T09:19:22.088000,39.593355,-105.941174,3230.455546,12.731904,181
2024-01-25T09:19:24.095000,39.593246,-105.941182,3234.539255,12.382453,182
2024-01-25T09:19:26.096000,39.593134,-105.941183,3237.557102,11.622596,184
2024-01-25T09:19:28.082000,39.593031,-105.941186,3242.221561,10.152979,177.100006
2024-01-25T09:19:32.091000,39.592926,-105.9412,3246.093818,11.888721,178
2024-01-25T09:19:35.088000,39.592807,-105.941184,3250.18308,12.14809,176
2024-01-25T09:19:38.094000,39.592694,-105.941181,3246.924191,11.502885,177
2024-01-25T09:19:41.088000,39.592573,-105.941174,3249.515876,11.2745,184
2024-01-25T09:19:43.091000,39.592475,-105.941171,3250.403185,11.861347,180
2024-01-25T09:19:45.099000,39.592383,-105.941167,3257.536059,12.01558,179
2024-01-25T09:19:47.092000,39.592285,-105.941166,3258.243711,11.808274,181
2024-01-25T09:19:50.096000,39.59215,-105.94116,3256.870048,11.552621,179
2024-01-25T09:19:53.092000,39.592019,-105.941161,3259.067021,12.002546,178
2024-01-25T09:19:55.096000,39.591928,-105.941157,3260.08913,10.780785,179
2024-01-25T09:19:57.091000,39.591838,-105.941155,3260.929469,10.937898,176
2024-01-25T09:20:00.088000,39.591702,-105.941154,3264.210082,11.650981,181
2024-01-25T09:20:02.084000,39.591603,-105.941156,3265.89393,11.520154,181
2024-01-25T09:20:04.084000,39.59151,-105.941152,3266.962829,11.638808,179
2024-01-25T09:20:07.094000,39.591393,-105.941138,3272.762398,11.422243,179
2024-01-25T09:20:10.084000,39.59129,-105.941128,3279.222551,9.883259,174
2024-01-25T09:20:13.084000,39.591177,-105.941119,3278.237779,11.096312,178
2024-01-25T09:20:16.092000,39.591045,-105.941119,3287.085738,11.766036,180
2024-01-25T09:20:19.095000,39.59092,-105.941116,3285.217993,11.842709,180
2024-01-25T09:20:21.094000,39.590829,-105.941116,3288.491835,11.876273,180
2024-01-25T09:20:24.084000,39.590702,-105.941114,3293.715068,11.931023,180
2024-01-25T09:20:26.084000,39.590611,-105.941106,3297.061098,11.350131,178
2024-01-25T09:20:28.084000,39.59052,-105.9411,3300.446379,11.273845,178
2024-01-25T09:20:30.084000,39.590428,-105.941095,3301.394847,11.492566,181
2024-01-25T09:20:33.095000,39.590298,-105.941095,3308.213854,10.982319,179.100006
2024-01-25T09:20:35.092000,39.590208,-105.941094,3313.466398,12.019004,179
2024-01-25T09:20:38.094000,39.590096,-105.94111,3318.866427,11.802067,179.600006
2024-01-25T09:20:41.118000,39.589963,-105.941109,3323.536497,11.799369,178.699997
2024-01-25T09:20:43.091000,39.58987,-105.941113,3325.955671,11.844011,181.800003
2024-01-25T09:20:45.096000,39.589769,-105.941121,3328.62645,10.835521,177
2024-01-25T09:20:48.095000,39.589636,-105.941115,3333.329775,11.411056,179
2024-01-25T09:20:51.095000,39.589504,-105.941112,3337.964905,11.167945,177
2024-01-25T09:20:54.084000,39.589373,-105.94111,3342.28108,11.341364,179
2024-01-25T09:20:56.099000,39.589283,-105.941109,3346.522476,11.261626,179
2024-01-25T09:20:58.088000,39.589192,-105.941108,3349.690815,11.20673,178
2024-01-25T09:21:01.092000,39.589064,-105.941105,3354.629417,11.397415,178
2024-01-25T09:21:03.088000,39.588974,-105.941104,3358.160283,11.883697,185.899994
2024-01-25T09:21:06.088000,39.588849,-105.941116,3362.705192,11.911715,179.199997
2024-01-25T09:21:08.092000,39.588755,-105.941108,3365.60993,11.931377,179
2024-01-25T09:21:10.096000,39.588655,-105.941104,3366.534647,11.416729,179
2024-01-25T09:21:13.088000,39.588533,-105.941098,3370.351827,10.532619,175
2024-01-25T09:21:16.084000,39.588415,-105.941098,3374.521838,11.462783,179
2024-01-25T09:21:19.088000,39.588284,-105.941098,3379.387866,11.639497,176
2024-01-25T09:21:21.094000,39.58819,-105.941094,3380.880881,12.553587,180
2024-01-25T09:21:23.096000,39.588097,-105.941095,3381.76258,11.54506,180
2024-01-25T09:21:25.101000,39.588002,-105.941096,3383.85086,12.077562,180
2024-01-25T09:21:28.068000,39.587883,-105.941093,3385.253868,11.539117,180
2024-01-25T09:21:30.068000,39.587789,-105.941095,3385.868921,11.734222,179
2024-01-25T09:21:33.079000,39.587657,-105.941097,3382.501622,11.230391,179
2024-01-25T09:21:36.068000,39.587526,-105.94109,3383.990333,9.947205,174
2024-01-25T09:21:39.068000,39.587396,-105.941079,3386.710226,11.299146,179
2024-01-25T09:21:42.076000,39.587262,-105.941072,3389.559042,10.743144,175
2024-01-25T09:21:44.045000,39.587166,-105.941069,3392.783135,11.143448,178
2024-01-25T09:21:47.076000,39.587041,-105.941062,3395.012496,9.879295,177
2024-01-25T09:21:50.072000,39.586932,-105.941064,3399.840516,10.3887,184
2024-01-25T09:21:53.072000,39.586813,-105.941075,3403.986375,9.845252,179
2024-01-25T09:21:56.040000,39.586696,-105.94107,3407.208776,11.23032,181
2024-01-25T09:21:58.046000,39.586603,-105.941072,3409.54914,11.576196,183
2024-01-25T09:22:00.072000,39.586505,-105.94108,3412.595708,11.91851,183
2024-01-25T09:22:02.046000,39.586404,-105.941086,3415.094004,12.122054,181
2024-01-25T09:22:04.046000,39.586301,-105.941085,3419.212952,12.50226,183
2024-01-25T09:22:06.052000,39.586197,-105.941087,3421.412506,12.514006,183
2024-01-25T09:22:08.045000,39.586092,-105.941091,3425.331989,12.553656,183
2024-01-25T09:22:10.076000,39.585992,-105.941095,3429.225999,12.450417,182
2024-01-25T09:22:13.075000,39.585866,-105.941088,3434.138603,11.674467,181
2024-01-25T09:22:16.068000,39.585743,-105.941071,3439.545381,11.371619,178
2024-01-25T09:22:19.080000,39.585622,-105.941063,3444.548111,11.285613,177
2024-01-25T09:22:22.071000,39.585501,-105.94105,3451.819135,11.309684,177
2024-01-25T09:22:25.064000,39.585383,-105.941047,3455.080236,11.556761,178
2024-01-25T09:22:28.076000,39.58526,-105.941039,3459.139655,10.719326,176
2024-01-25T09:22:31.072000,39.585134,-105.941033,3466.245973,10.310643,175
2024-01-25T09:22:34.072000,39.585006,-105.94102,3471.453531,11.044169,177
2024-01-25T09:22:36.064000,39.584913,-105.941019,3477.144693,10.688806,175
2024-01-25T09:22:38.072000,39.584817,-105.941018,3473.578176,11.386897,179
2024-01-25T09:22:40.076000,39.584721,-105.941021,3483.349833,12.553473,179
2024-01-25T09:22:43.068000,39.584598,-105.941018,3487.126697,12.230955,175
2024-01-25T09:22:46.048000,39.58447,-105.941007,3485.934767,11.982784,180
2024-01-25T09:22:48.072000,39.584377,-105.941001,3494.570205,12.303203,178
2024-01-25T09:22:51.064000,39.584247,-105.940996,3494.310469,11.346078,175
2024-01-25T09:22:53.064000,39.584156,-105.940981,3497.098246,11.340577,174
2024-01-25T09:22:55.046000,39.584065,-105.940967,3499.358798,11.7909,180
2024-01-25T09:22:58.043000,39.583937,-105.940978,3503.017573,10.904769,178
2024-01-25T09:23:01.048000,39.583817,-105.940981,3508.734557,11.473856,180
2024-01-25T09:23:04.060000,39.583686,-105.940981,3511.344011,11.075164,177
2024-01-25T09:23:07.052000,39.583559,-105.940983,3517.124112,11.732866,180
2024-01-25T09:23:09.048000,39.583468,-105.940984,3519.257682,11.511399,178
2024-01-25T09:23:11.043000,39.583369,-105.940984,3520.97754,11.711636,182
2024-01-25T09:23:13.046000,39.583258,-105.940994,3523.147132,11.708797,179
2024-01-25T09:23:16.048000,39.583126,-105.941004,3526.241281,11.156922,183
2024-01-25T09:23:19.051000,39.582994,-105.941021,3529.409829,11.907332,185
2024-01-25T09:23:22.046000,39.582862,-105.941029,3532.62167,11.542608,184
2024-01-25T09:23:25.076000,39.582726,-105.941023,3536.342538,11.479896,180
2024-01-25T09:23:28.078000,39.582602,-105.94102,3541.126466,11.54807,180
2024-01-25T09:23:30.068000,39.582506,-105.941013,3543.884444,11.469248,178
2024-01-25T09:23:33.078000,39.58237,-105.941,3547.596214,11.373835,177
2024-01-25T09:23:35.045000,39.582277,-105.940993,3550.80716,11.685316,177
2024-01-25T09:23:38.043000,39.582152,-105.940984,3553.936727,10.920851,170
2024-01-25T09:23:41.042000,39.582027,-105.940974,3556.901829,11.278086,176
2024-01-25T09:23:44.064000,39.5819,-105.940953,3560.291121,10.772649,173
2024-01-25T09:23:47.068000,39.581774,-105.940952,3562.979121,10.480386,176
2024-01-25T09:23:50.076000,39.581646,-105.940936,3566.204911,11.290527,177
2024-01-25T09:23:52.072000,39.581554,-105.940948,3569.023203,10.627485,177
2024-01-25T09:23:55.059000,39.581419,-105.940946,3572.68682,11.410964,179
2024-01-25T09:23:57.079000,39.581325,-105.940944,3574.864754,11.099522,177
2024-01-25T09:24:00.068000,39.581189,-105.940942,3578.96126,11.567532,180
2024-01-25T09:24:02.072000,39.581095,-105.940948,3581.368991,11.595751,182
2024-01-25T09:24:04.068000,39.581003,-105.940957,3583.298964,11.234573,177
2024-01-25T09:24:07.078000,39.580879,-105.940946,3589.137834,11.585774,178
2024-01-25T09:24:10.079000,39.580748,-105.940937,3594.099571,11.174587,176
2024-01-25T09:24:13.083000,39.580619,-105.940931,3598.157483,11.646247,178
2024-01-25T09:24:16.071000,39.58049,-105.940921,3603.769189,11.718776,176
2024-01-25T09:24:19.068000,39.580364,-105.940933,3609.454643,11.729818,181
2024-01-25T09:24:22.044000,39.580237,-105.940942,3614.925064,11.146504,176
2024-01-25T09:24:25.068000,39.580108,-105.940932,3616.631212,10.76044,177
2024-01-25T09:24:27.092000,39.58001,-105.940926,3616.462708,11.238469,172.100006
2024-01-25T09:24:29.081000,39.57991,-105.940917,3615.830993,11.796215,176.199997
2024-01-25T09:27:35.104000,39.579077,-105.940921,3608.655053,0.919356,189.699997
2024-01-25T09:28:22.100000,39.579022,-105.940806,3612.459111,6.188457,158.899994
2024-01-25T09:28:25.104000,39.578932,-105.940765,3611.010158,6.859277,175.800003
2024-01-25T09:28:28.100000,39.578839,-105.940756,3609.969826,7.335714,176.5
2024-01-25T09:28:32.212000,39.57874,-105.940732,3604.324099,6.537059,176.800003
2024-01-25T09:28:36.099000,39.578644,-105.940723,3605.518735,6.924155,200.100006
2024-01-25T09:28:38.132000,39.578541,-105.940762,3594.581056,10.4808,196.699997
2024-01-25T09:28:40.756000,39.578429,-105.94077,3594.542558,10.273802,209
2024-01-25T09:28:43.657000,39.578315,-105.940758,3584.647316,11.120737,205
2024-01-25T09:28:46.104000,39.578183,-105.940714,3576.767881,14.570071,201.100006
2024-01-25T09:28:48.104000,39.57808,-105.940636,3574.155022,13.6252,179
2024-01-25T09:28:50.108000,39.577976,-105.940565,3567.557256,15.392695,167.399994
2024-01-25T09:28:52.101000,39.577853,-105.940491,3561.332408,16.809291,166.800003
2024-01-25T09:28:54.108000,39.57773,-105.940455,3558.721694,15.793899,166
2024-01-25T09:28:56.099000,39.577626,-105.940433,3552.305949,15.710233,166.100006
2024-01-25T09:28:58.114000,39.577522,-105.940472,3550.80438,16.032272,203.199997
2024-01-25T09:29:00.115000,39.577412,-105.940543,3546.22003,16.106018,191.399994
2024-01-25T09:29:05.288000,39.5769,-105.940574,3531.257874,25.426236,190.800003
2024-01-25T09:29:13.416000,39.576097,-105.940623,3507.748806,25.426234,282.5
2024-01-25T09:29:18.107000,39.575633,-105.940651,3494.180766,25.426232,341.200012
2024-01-25T09:29:22.108000,39.575237,-105.940675,3482.605558,25.426227,349.399994
2024-01-25T09:29:28.280000,39.574627,-105.940712,3464.756831,25.426227,347.5
2024-01-25T09:29:33.415000,39.574119,-105.940743,3449.904584,25.426225,351
2024-01-25T09:29:39.046000,39.573556,-105.940777,3433.617729,26.172914,171.5
2024-01-25T09:29:40.064000,39.573403,-105.940746,3433.617729,21.920003,168.100006
2024-01-25T09:29:41.084000,39.57331,-105.940742,3431.27889,19.045806,168
2024-01-25T09:29:43.071000,39.573203,-105.94083,3424.499757,18.686597,185
2024-01-25T09:29:45.104000,39.573084,-105.940929,3420.22869,16.540028,205.800003
2024-01-25T09:29:47.117000,39.572952,-105.94102,3415.270555,16.661975,202.300003
2024-01-25T09:29:49.120000,39.57282,-105.941083,3407.634711,15.921076,202.800003
2024-01-25T09:29:51.114000,39.57271,-105.941145,3402.439689,16.173038,192
2024-01-25T09:29:53.120000,39.572583,-105.941166,3396.586917,15.152327,182.5
2024-01-25T09:29:55.111000,39.572454,-105.941178,3384.5892,16.491753,181.5
2024-01-25T09:29:57.118000,39.572342,-105.941166,3380.317672,16.417424,174.100006
2024-01-25T09:29:59.112000,39.572209,-105.94117,3376.404384,15.647393,181.300003
2024-01-25T09:30:01.108000,39.572083,-105.941192,3363.80211,17.270108,183.100006
2024-01-25T09:30:04.101000,39.571913,-105.941267,3361.091493,14.484368,190
2024-01-25T09:30:09.117000,39.57162,-105.9414,3346.203453,17.606163,189.600006
2024-01-25T09:30:15.288000,39.571189,-105.941773,3328.891306,21.815244,194.5
2024-01-25T09:30:20.114000,39.570851,-105.942065,3315.352427,21.815242,143.899994
2024-01-25T09:30:25.115000,39.570502,-105.942367,3301.322602,21.815242,47.799999
2024-01-25T09:30:31.287000,39.57007,-105.942741,3284.007649,21.81524,38
2024-01-25T09:30:36.324000,39.569718,-105.943045,3269.87683,21.81524,37.799999
2024-01-25T09:30:41.460000,39.569359,-105.943356,3255.468276,21.815238,37.400002
2024-01-25T09:30:46.404000,39.569013,-105.943655,3241.595554,21.815238,34.799999
2024-01-25T09:30:51.453000,39.56866,-105.94396,3227.433875,21.815238,33
2024-01-25T09:30:56.486000,39.568309,-105.944264,3213.314278,21.815236,32.599998
2024-01-25T09:31:07.028000,39.567572,-105.944902,3183.736905,21.815234,209.600006
2024-01-25T09:31:08.048000,39.5675,-105.944964,3180.875393,21.815232,149.800003
2024-01-25T09:31:09.064000,39.567428,-105.945026,3178.022297,33.858835,227.800003
2024-01-25T09:31:10.072000,39.56734,-105.945145,3174.445028,32.727595,227.899994
2024-01-25T09:31:11.068000,39.567276,-105.945251,3172.125851,30.897936,227.300003
2024-01-25T09:31:13.084000,39.567212,-105.945424,3173.674393,28.733676,232.300003
2024-01-25T09:31:15.108000,39.567143,-105.945597,3162.256268,27.946704,231.300003
2024-01-25T09:31:16.124000,39.567085,-105.945694,3162.256268,27.050329,231.699997
2024-01-25T09:31:17.120000,39.567019,-105.945795,3158.697612,27.187616,231.600006
2024-01-25T09:31:18.120000,39.566947,-105.9459,3162.918405,28.01151,232.100006
2024-01-25T09:31:19.115000,39.566896,-105.946019,3155.519747,31.023463,237
2024-01-25T09:31:20.120000,39.566845,-105.946138,3148.04673,27.85354,238.199997
2024-01-25T09:31:21.120000,39.566801,-105.946265,3151.443761,27.468919,239.399994
2024-01-25T09:31:22.120000,39.566758,-105.946392,3156.646449,27.662771,241
2024-01-25T09:31:23.120000,39.566714,-105.946536,3152.666844,29.655864,243.699997
2024-01-25T09:31:24.124000,39.566685,-105.946678,3153.087421,28.734826,245.600006
2024-01-25T09:31:25.120000,39.566652,-105.94681,3148.548554,28.240277,245.800003
2024-01-25T09:31:26.120000,39.566608,-105.946934,3148.078169,27.371793,244.899994
2024-01-25T09:31:27.120000,39.566554,-105.947053,3144.652827,27.032823,243
2024-01-25T09:31:28.120000,39.566494,-105.947152,3139.123427,27.203481,241.300003
2024-01-25T09:31:29.120000,39.566431,-105.947247,3137.611001,26.201371,239.699997
2024-01-25T09:31:30.120000,39.56637,-105.94735,3131.382209,26.765604,238.5
2024-01-25T09:31:31.120000,39.566315,-105.947447,3123.101763,27.240586,237.5
2024-01-25T09:31:33.120000,39.566228,-105.947636,3121.460337,25.300665,237.5
2024-01-25T09:31:35.127000,39.56614,-105.947797,3121.584518,24.20525,237.100006
2024-01-25T09:31:37.132000,39.566035,-105.948012,3122.233892,23.413353,235.5
2024-01-25T09:31:38.120000,39.565986,-105.948117,3113.898757,23.432882,235.399994
2024-01-25T09:31:39.131000,39.565946,-105.94824,3112.181107,23.839126,236.800003
2024-01-25T09:31:40.130000,39.565903,-105.948356,3110.36647,24.323181,237.899994
2024-01-25T09:31:41.120000,39.565853,-105.94847,3111.590012,24.632763,238.199997
2024-01-25T09:31:42.131000,39.565802,-105.948584,3108.516784,24.076272,238.5
2024-01-25T09:31:43.128000,39.565751,-105.948701,3107.043543,24.26373,238.800003
2024-01-25T09:31:44.130000,39.565697,-105.94882,3106.206522,24.410472,238.899994
2024-01-25T09:31:45.115000,39.565635,-105.94893,3104.661928,25.48737,234.199997
2024-01-25T09:31:46.127000,39.565571,-105.949043,3102.301768,25.380235,237.199997
2024-01-25T09:31:47.131000,39.565509,-105.94915,3100.746011,25.346917,237.600006
2024-01-25T09:31:48.124000,39.565448,-105.949251,3105.180628,25.74199,235.300003
2024-01-25T09:31:49.134000,39.565399,-105.949359,3106.631425,25.416734,236.800003
2024-01-25T09:31:50.132000,39.565342,-105.949478,3104.272853,27.193433,239.600006
2024-01-25T09:31:51.127000,39.565289,-105.949606,3103.40893,28.112321,239.699997
2024-01-25T09:31:52.120000,39.565237,-105.949734,3102.545876,26.934552,250
2024-01-25T09:31:53.115000,39.565218,-105.949867,3093.163884,26.885895,250.399994
2024-01-25T09:31:54.134000,39.565192,-105.950008,3085.500474,27.478378,239.899994
2024-01-25T09:31:55.132000,39.565134,-105.950136,3083.002719,28.861711,234
2024-01-25T09:31:56.132000,39.565071,-105.950234,3082.193255,26.892261,232.199997
2024-01-25T09:31:58.128000,39.564978,-105.950388,3077.805134,18.806054,230.899994
2024-01-25T09:32:00.128000,39.564937,-105.950545,3073.211313,16.817988,245.399994
2024-01-25T09:32:02.124000,39.564892,-105.950732,3071.31775,12.011021,242.699997
2024-01-25T09:32:04.120000,39.564817,-105.950857,3071.251187,7.808552,231
2024-01-25T09:32:16.124000,39.564716,-105.95086,3075.540454,4.774522,158.800003
2024-01-25T09:32:36.127000,39.564666,-105.950836,3079.879366,0,-1
2024-01-25T09:32:36.127000,39.564666,-105.950836,3079.879366,0,0
2024-01-25T09:33:30.127000,39.564422,-105.950211,3072.894704,10.487946,111.900002
2024-01-25T09:33:32.128000,39.564383,-105.950084,3075.83127,11.251242,113.800003
2024-01-25T09:33:34.120000,39.564342,-105.949946,3080.347241,10.389155,114.400002
2024-01-25T09:35:32.036000,39.562353,-105.943933,3266.2551,11.228806,113.800003
