timestamp,bpm,confidence
2024-01-27T08:05:26.000000,129,2
2024-01-27T08:05:31.000000,125,2
2024-01-27T08:05:36.000000,123,2
2024-01-27T08:05:41.000000,126,2
2024-01-27T08:05:46.000000,127,2
2024-01-27T08:05:51.000000,125,2
2024-01-27T08:05:56.000000,124,2
2024-01-27T08:06:03.000000,114,2
2024-01-27T08:06:13.000000,122,2
2024-01-27T08:06:18.000000,124,2
2024-01-27T08:06:23.000000,123,2
2024-01-27T08:06:28.000000,119,2
2024-01-27T08:06:38.000000,114,2
2024-01-27T08:06:43.000000,115,2
2024-01-27T08:06:48.000000,122,2
2024-01-27T08:06:53.000000,123,2
2024-01-27T08:06:58.000000,118,2
2024-01-27T08:07:03.000000,124,2
2024-01-27T08:07:08.000000,120,2
2024-01-27T08:07:13.000000,117,2
2024-01-27T08:07:18.000000,121,2
2024-01-27T08:07:23.000000,122,2
2024-01-27T08:07:28.000000,121,2
2024-01-27T08:07:33.000000,122,2
2024-01-27T08:07:43.000000,119,3
2024-01-27T08:07:48.000000,118,2
2024-01-27T08:07:53.000000,116,2
2024-01-27T08:07:58.000000,112,2
2024-01-27T08:08:08.000000,116,2
2024-01-27T08:08:13.000000,118,3
2024-01-27T08:08:28.000000,118,2
2024-01-27T08:08:33.000000,117,2
2024-01-27T08:08:38.000000,119,2
2024-01-27T08:08:43.000000,118,2
2024-01-27T08:08:48.000000,113,2
2024-01-27T08:08:53.000000,114,2
2024-01-27T08:08:58.000000,120,2
2024-01-27T08:09:03.000000,122,2
2024-01-27T08:09:13.000000,119,2
2024-01-27T08:09:18.000000,116,2
2024-01-27T08:09:23.000000,114,2
2024-01-27T08:09:28.000000,117,2
2024-01-27T08:09:33.000000,121,2
2024-01-27T08:09:38.000000,124,2
2024-01-27T08:09:43.000000,114,3
2024-01-27T08:09:48.000000,100,3
2024-01-27T08:09:53.000000,103,3
2024-01-27T08:10:03.000000,96,3
2024-01-27T08:10:08.000000,94,2
2024-01-27T08:10:13.000000,98,2
2024-01-27T08:10:18.000000,101,2
2024-01-27T08:10:23.000000,101,3
2024-01-27T08:10:28.000000,95,3
2024-01-27T08:10:33.000000,90,3
2024-01-27T08:10:38.000000,91,2
2024-01-27T08:10:48.000000,90,3
2024-01-27T08:10:53.000000,88,3
2024-01-27T08:11:03.000000,92,3
2024-01-27T08:11:08.000000,94,2
2024-01-27T08:11:13.000000,93,2
2024-01-27T08:11:18.000000,94,2
2024-01-27T08:11:23.000000,97,2
2024-01-27T08:11:33.000000,98,1
2024-01-27T08:11:43.000000,100,1
2024-01-27T08:11:53.000000,95,1
2024-01-27T08:11:58.000000,100,1
2024-01-27T08:12:03.000000,98,1
2024-01-27T08:12:08.000000,97,2
2024-01-27T08:12:13.000000,98,2
2024-01-27T08:12:19.000000,98,2
2024-01-27T08:12:24.000000,91,2
2024-01-27T08:12:29.000000,90,2
2024-01-27T08:12:34.000000,91,3
2024-01-27T08:12:39.000000,91,2
2024-01-27T08:12:44.000000,96,2
2024-01-27T08:12:49.000000,101,2
2024-01-27T08:12:54.000000,93,2
2024-01-27T08:12:59.000000,91,2
2024-01-27T08:13:04.000000,89,2
2024-01-27T08:13:09.000000,90,2
2024-01-27T08:13:14.000000,94,2
2024-01-27T08:13:19.000000,93,2
2024-01-27T08:13:24.000000,89,2
2024-01-27T08:13:29.000000,87,2
2024-01-27T08:13:34.000000,91,2
2024-01-27T08:13:39.000000,92,2
2024-01-27T08:13:44.000000,89,3
2024-01-27T08:13:49.000000,92,2
2024-01-27T08:13:54.000000,90,3
2024-01-27T08:13:59.000000,91,2
2024-01-27T08:14:04.000000,90,2
2024-01-27T08:14:09.000000,86,2
2024-01-27T08:14:14.000000,89,2
2024-01-27T08:14:19.000000,94,2
2024-01-27T08:14:29.000000,96,3
2024-01-27T08:14:34.000000,100,3
2024-01-27T08:14:39.000000,95,2
2024-01-27T08:14:44.000000,94,2
2024-01-27T08:14:49.000000,96,3
2024-01-27T08:14:54.000000,98,2
2024-01-27T08:14:59.000000,101,2
2024-01-27T08:15:04.000000,97,2
2024-01-27T08:15:09.000000,96,2
2024-01-27T08:15:14.000000,99,2
2024-01-27T08:15:19.000000,104,2
2024-01-27T08:15:24.000000,100,2
2024-01-27T08:15:29.000000,97,2
2024-01-27T08:15:34.000000,100,1
2024-01-27T08:15:39.000000,99,2
2024-01-27T08:15:44.000000,100,1
2024-01-27T08:15:49.000000,95,2
2024-01-27T08:15:54.000000,93,2
2024-01-27T08:15:59.000000,98,2
2024-01-27T08:16:04.000000,104,2
2024-01-27T08:16:09.000000,113,2
2024-01-27T08:16:14.000000,102,2
2024-01-27T08:16:19.000000,100,2
2024-01-27T08:16:24.000000,103,2
2024-01-27T08:16:29.000000,100,2
2024-01-27T08:16:34.000000,96,2
2024-01-27T08:16:44.000000,95,2
2024-01-27T08:16:49.000000,90,2
2024-01-27T08:16:54.000000,95,2
2024-01-27T08:16:59.000000,94,2
2024-01-27T08:17:04.000000,92,2
2024-01-27T08:17:09.000000,90,2
2024-01-27T08:17:14.000000,88,2
2024-01-27T08:17:19.000000,89,2
2024-01-27T08:17:24.000000,97,2
2024-01-27T08:17:29.000000,100,2
2024-01-27T08:17:34.000000,101,2
2024-01-27T08:17:39.000000,97,2
2024-01-27T08:17:44.000000,95,2
2024-01-27T08:17:49.000000,90,2
2024-01-27T08:17:54.000000,92,2
2024-01-27T08:17:59.000000,93,2
2024-01-27T08:18:04.000000,90,2
2024-01-27T08:18:09.000000,89,2
2024-01-27T08:18:14.000000,101,2
2024-01-27T08:18:19.000000,105,2
2024-01-27T08:18:24.000000,96,3
2024-01-27T08:18:29.000000,90,2
2024-01-27T08:18:34.000000,91,2
2024-01-27T08:18:39.000000,92,2
2024-01-27T08:18:44.000000,87,2
2024-01-27T08:18:49.000000,87,2
2024-01-27T08:18:54.000000,86,2
2024-01-27T08:18:59.000000,90,1
2024-01-27T08:19:04.000000,97,1
2024-01-27T08:19:09.000000,116,1
2024-01-27T08:19:14.000000,125,2
2024-01-27T08:19:19.000000,112,2
2024-01-27T08:19:29.000000,111,2
2024-01-27T08:19:39.000000,113,2
2024-01-27T08:19:44.000000,114,2
2024-01-27T08:19:49.000000,116,2
2024-01-27T08:19:54.000000,118,1
2024-01-27T08:19:59.000000,113,1
2024-01-27T08:20:09.000000,114,2
2024-01-27T08:20:14.000000,115,2
2024-01-27T08:20:19.000000,112,2
2024-01-27T08:20:24.000000,111,2
2024-01-27T08:20:29.000000,114,2
2024-01-27T08:20:34.000000,111,2
2024-01-27T08:20:39.000000,118,2
2024-01-27T08:20:49.000000,119,2
2024-01-27T08:20:54.000000,125,2
2024-01-27T08:20:59.000000,128,2
2024-01-27T08:21:04.000000,124,2
2024-01-27T08:21:09.000000,122,2
2024-01-27T08:21:14.000000,116,2
2024-01-27T08:21:19.000000,114,2
2024-01-27T08:21:24.000000,120,2
2024-01-27T08:21:29.000000,116,2
2024-01-27T08:21:34.000000,114,2
2024-01-27T08:21:45.000000,118,2
2024-01-27T08:21:50.000000,121,2
2024-01-27T08:21:55.000000,123,2
2024-01-27T08:22:00.000000,114,2
2024-01-27T08:22:05.000000,115,2
2024-01-27T08:22:15.000000,116,2
2024-01-27T08:22:20.000000,110,2
2024-01-27T08:22:25.000000,109,2
2024-01-27T08:22:30.000000,111,2
2024-01-27T08:22:35.000000,112,2
2024-01-27T08:22:40.000000,116,2
2024-01-27T08:22:45.000000,110,2
2024-01-27T08:22:50.000000,107,2
2024-01-27T08:22:55.000000,105,2
2024-01-27T08:23:00.000000,107,2
2024-01-27T08:23:05.000000,106,2
2024-01-27T08:23:10.000000,107,2
2024-01-27T08:23:15.000000,113,1
2024-01-27T08:23:20.000000,120,2
2024-01-27T08:23:25.000000,115,1
2024-01-27T08:23:30.000000,119,1
2024-01-27T08:23:35.000000,123,1
2024-01-27T08:23:40.000000,123,2
2024-01-27T08:23:45.000000,122,2
2024-01-27T08:23:50.000000,123,2
2024-01-27T08:23:55.000000,124,2
2024-01-27T08:24:00.000000,121,2
2024-01-27T08:24:10.000000,120,2
2024-01-27T08:24:15.000000,121,2
2024-01-27T08:24:25.000000,123,2
2024-01-27T08:24:30.000000,124,2
2024-01-27T08:24:35.000000,127,2
2024-01-27T08:24:40.000000,123,1
2024-01-27T08:24:45.000000,122,1
2024-01-27T08:24:50.000000,127,1
2024-01-27T08:24:55.000000,140,2
2024-01-27T08:25:00.000000,141,2
2024-01-27T08:25:05.000000,138,2
2024-01-27T08:25:10.000000,139,2
2024-01-27T08:25:15.000000,141,2
2024-01-27T08:25:20.000000,136,2
2024-01-27T08:25:25.000000,135,2
2024-01-27T08:25:30.000000,134,2
2024-01-27T08:25:35.000000,132,2
2024-01-27T08:25:40.000000,128,2
2024-01-27T08:25:45.000000,120,2
2024-01-27T08:25:50.000000,116,2
2024-01-27T08:25:55.000000,113,2
2024-01-27T08:26:00.000000,115,2
2024-01-27T08:26:05.000000,120,2
2024-01-27T08:26:10.000000,121,2
2024-01-27T08:26:15.000000,119,2
2024-01-27T08:26:20.000000,111,2
2024-01-27T08:26:25.000000,112,2
2024-01-27T08:26:30.000000,116,2
2024-01-27T08:26:35.000000,117,2
2024-01-27T08:26:40.000000,119,1
2024-01-27T08:26:45.000000,122,1
2024-01-27T08:26:50.000000,125,2
2024-01-27T08:26:55.000000,128,2
2024-01-27T08:27:00.000000,130,2
2024-01-27T08:27:05.000000,123,2
2024-01-27T08:27:10.000000,122,2
2024-01-27T08:27:15.000000,121,2
2024-01-27T08:27:20.000000,123,2
2024-01-27T08:27:25.000000,124,2
2024-01-27T08:27:35.000000,128,2
2024-01-27T08:27:40.000000,133,2
2024-01-27T08:27:45.000000,130,2
2024-01-27T08:27:50.000000,131,2
2024-01-27T08:27:55.000000,124,2
2024-01-27T08:28:00.000000,125,2
2024-01-27T08:28:05.000000,130,2
2024-01-27T08:28:10.000000,134,2
2024-01-27T08:28:15.000000,140,2
2024-01-27T08:28:20.000000,138,2
2024-01-27T08:28:25.000000,132,2
2024-01-27T08:28:30.000000,127,2
2024-01-27T08:28:35.000000,130,2
2024-01-27T08:28:40.000000,133,2
2024-01-27T08:28:45.000000,131,2
2024-01-27T08:28:50.000000,133,2
2024-01-27T08:28:55.000000,136,2
2024-01-27T08:29:00.000000,141,2
2024-01-27T08:29:05.000000,145,2
2024-01-27T08:29:10.000000,146,2
2024-01-27T08:29:15.000000,144,2
2024-01-27T08:29:20.000000,145,2
2024-01-27T08:29:25.000000,147,2
2024-01-27T08:29:30.000000,150,2
2024-01-27T08:29:35.000000,151,2
2024-01-27T08:29:40.000000,152,2
2024-01-27T08:29:55.000000,151,2
2024-01-27T08:30:00.000000,153,2
2024-01-27T08:30:15.000000,152,2
2024-01-27T08:30:20.000000,150,2
2024-01-27T08:30:35.000000,151,2
2024-01-27T08:30:40.000000,150,2
2024-01-27T08:30:45.000000,146,2
2024-01-27T08:30:50.000000,144,2
2024-01-27T08:30:55.000000,147,2
2024-01-27T08:31:00.000000,149,2
2024-01-27T08:31:05.000000,151,2
2024-01-27T08:31:10.000000,148,2
2024-01-27T08:31:15.000000,144,2
2024-01-27T08:31:20.000000,145,2
2024-01-27T08:31:25.000000,145,2
2024-01-27T08:31:30.000000,146,2
2024-01-27T08:31:35.000000,143,2
2024-01-27T08:31:45.000000,144,2
2024-01-27T08:31:50.000000,141,2
2024-01-27T08:31:55.000000,138,2
2024-01-27T08:32:00.000000,136,2
2024-01-27T08:32:05.000000,135,2
2024-01-27T08:32:10.000000,133,2
2024-01-27T08:32:15.000000,134,2
2024-01-27T08:32:20.000000,135,2
2024-01-27T08:32:25.000000,136,2
2024-01-27T08:32:30.000000,138,2
2024-01-27T08:32:35.000000,136,2
2024-01-27T08:32:40.000000,134,2
2024-01-27T08:32:45.000000,132,2
2024-01-27T08:32:49.000000,132,2
2024-01-27T08:32:50.000000,131,2
2024-01-27T08:32:53.000000,131,2
2024-01-27T08:32:54.000000,129,2
2024-01-27T08:32:55.000000,128,2
2024-01-27T08:32:56.000000,127,2
2024-01-27T08:32:58.000000,128,2
2024-01-27T08:33:00.000000,129,2
2024-01-27T08:33:03.000000,129,2
2024-01-27T08:33:04.000000,128,2
2024-01-27T08:33:05.000000,129,2
2024-01-27T08:33:07.000000,130,2
2024-01-27T08:33:09.000000,131,2
2024-01-27T08:33:12.000000,131,2
2024-01-27T08:33:13.000000,132,2
2024-01-27T08:33:16.000000,132,2
2024-01-27T08:33:18.000000,133,2
2024-01-27T08:33:19.000000,133,3
2024-01-27T08:33:20.000000,134,3
2024-01-27T08:33:22.000000,135,3
2024-01-27T08:33:23.000000,134,3
2024-01-27T08:33:25.000000,133,3
2024-01-27T08:33:26.000000,131,2
2024-01-27T08:33:27.000000,125,2
2024-01-27T08:33:28.000000,127,2
2024-01-27T08:33:30.000000,123,2
2024-01-27T08:33:31.000000,122,2
2024-01-27T08:33:32.000000,120,2
2024-01-27T08:33:35.000000,120,2
2024-01-27T08:33:36.000000,119,2
2024-01-27T08:33:37.000000,118,2
2024-01-27T08:33:39.000000,116,2
2024-01-27T08:33:42.000000,116,2
2024-01-27T08:33:43.000000,118,2
2024-01-27T08:33:44.000000,120,2
2024-01-27T08:33:45.000000,121,2
2024-01-27T08:33:46.000000,122,2
2024-01-27T08:33:48.000000,121,2
2024-01-27T08:33:49.000000,120,2
2024-01-27T08:33:51.000000,121,2
2024-01-27T08:33:54.000000,122,2
2024-01-27T08:33:55.000000,123,2
2024-01-27T08:33:56.000000,123,3
2024-01-27T08:33:59.000000,121,3
2024-01-27T08:34:00.000000,112,2
2024-01-27T08:34:02.000000,114,3
2024-01-27T08:34:03.000000,111,3
2024-01-27T08:34:05.000000,111,2
2024-01-27T08:34:06.000000,111,3
2024-01-27T08:34:07.000000,113,3
2024-01-27T08:34:08.000000,120,3
2024-01-27T08:34:09.000000,121,2
2024-01-27T08:34:12.000000,119,2
2024-01-27T08:34:13.000000,118,2
2024-01-27T08:34:15.000000,119,2
2024-01-27T08:34:16.000000,120,2
2024-01-27T08:34:17.000000,119,2
2024-01-27T08:34:18.000000,116,2
2024-01-27T08:34:20.000000,114,2
2024-01-27T08:34:22.000000,115,2
2024-01-27T08:34:24.000000,116,2
2024-01-27T08:34:25.000000,119,2
2024-01-27T08:34:26.000000,122,2
2024-01-27T08:34:29.000000,121,2
2024-01-27T08:34:30.000000,116,2
2024-01-27T08:34:31.000000,112,2
2024-01-27T08:34:32.000000,111,2
2024-01-27T08:34:35.000000,112,2
2024-01-27T08:34:38.000000,113,2
2024-01-27T08:34:39.000000,114,2
2024-01-27T08:34:40.000000,116,2
2024-01-27T08:34:41.000000,118,2
2024-01-27T08:34:44.000000,119,2
2024-01-27T08:34:47.000000,120,2
2024-01-27T08:34:49.000000,121,2
2024-01-27T08:34:50.000000,122,2
2024-01-27T08:34:51.000000,122,3
2024-01-27T08:34:52.000000,123,2
2024-01-27T08:34:53.000000,124,2
2024-01-27T08:34:55.000000,124,3
2024-01-27T08:35:01.000000,119,2
2024-01-27T08:35:06.000000,118,2
2024-01-27T08:35:11.000000,114,2
2024-01-27T08:35:16.000000,115,2
2024-01-27T08:35:21.000000,120,2
2024-01-27T08:35:26.000000,117,2
2024-01-27T08:35:31.000000,118,2
2024-01-27T08:35:36.000000,112,2
2024-01-27T08:35:41.000000,114,2
2024-01-27T08:35:46.000000,115,2
2024-01-27T08:35:51.000000,109,3
2024-01-27T08:35:56.000000,110,2
2024-01-27T08:36:01.000000,113,2
2024-01-27T08:36:06.000000,117,2
2024-01-27T08:36:11.000000,120,2
2024-01-27T08:36:16.000000,118,2
2024-01-27T08:36:21.000000,112,2
2024-01-27T08:36:26.000000,110,2
2024-01-27T08:36:31.000000,113,2
2024-01-27T08:36:36.000000,114,2
2024-01-27T08:36:41.000000,118,2
2024-01-27T08:36:46.000000,119,2
2024-01-27T08:36:51.000000,120,2
2024-01-27T08:37:01.000000,119,2
2024-01-27T08:37:06.000000,117,2
2024-01-27T08:37:11.000000,113,2
2024-01-27T08:37:16.000000,116,2
2024-01-27T08:37:21.000000,117,2
2024-01-27T08:37:26.000000,120,2
2024-01-27T08:37:31.000000,122,2
2024-01-27T08:37:41.000000,120,2
2024-01-27T08:37:46.000000,116,2
2024-01-27T08:37:51.000000,111,2
2024-01-27T08:37:56.000000,112,2
2024-01-27T08:38:01.000000,118,2
2024-01-27T08:38:06.000000,115,2
2024-01-27T08:38:11.000000,110,2
2024-01-27T08:38:16.000000,119,2
2024-01-27T08:38:21.000000,120,2
2024-01-27T08:38:26.000000,117,2
2024-01-27T08:38:31.000000,111,2
2024-01-27T08:38:36.000000,110,2
2024-01-27T08:38:41.000000,109,2
2024-01-27T08:38:46.000000,111,2
2024-01-27T08:38:51.000000,109,2
2024-01-27T08:38:56.000000,114,2
2024-01-27T08:39:06.000000,116,2
2024-01-27T08:39:11.000000,119,2
2024-01-27T08:39:16.000000,111,2
2024-01-27T08:39:21.000000,108,2
2024-01-27T08:39:26.000000,105,2
2024-01-27T08:39:31.000000,107,2
2024-01-27T08:39:36.000000,112,2
2024-01-27T08:39:41.000000,110,2
2024-01-27T08:39:46.000000,115,2
2024-01-27T08:39:51.000000,114,2
2024-01-27T08:39:56.000000,115,2
2024-01-27T08:40:01.000000,112,2
2024-01-27T08:40:08.000000,111,2
2024-01-27T08:40:13.000000,112,2
2024-01-27T08:40:23.000000,118,2
2024-01-27T08:40:28.000000,116,2
2024-01-27T08:40:33.000000,115,2
2024-01-27T08:40:38.000000,117,2
2024-01-27T08:40:48.000000,120,2
2024-01-27T08:40:53.000000,114,3
2024-01-27T08:40:58.000000,109,2
2024-01-27T08:41:03.000000,107,2
2024-01-27T08:41:13.000000,117,2
2024-01-27T08:41:18.000000,113,2
2024-01-27T08:41:23.000000,108,2
2024-01-27T08:41:28.000000,106,3
2024-01-27T08:41:33.000000,108,2
2024-01-27T08:41:38.000000,113,2
2024-01-27T08:41:43.000000,116,2
2024-01-27T08:41:48.000000,119,2
2024-01-27T08:41:54.000000,124,2
2024-01-27T08:41:59.000000,117,2
2024-01-27T08:42:04.000000,114,2
2024-01-27T08:42:09.000000,119,2
2024-01-27T08:42:14.000000,120,2
2024-01-27T08:42:19.000000,118,2
2024-01-27T08:42:24.000000,115,2
2024-01-27T08:42:29.000000,113,2
2024-01-27T08:42:39.000000,114,2
2024-01-27T08:42:44.000000,122,2
2024-01-27T08:42:49.000000,120,2
2024-01-27T08:42:54.000000,116,2
2024-01-27T08:42:59.000000,120,2
2024-01-27T08:43:09.000000,116,2
2024-01-27T08:43:19.000000,117,2
2024-01-27T08:43:24.000000,119,2
2024-01-27T08:43:29.000000,121,2
2024-01-27T08:43:34.000000,126,2
2024-01-27T08:43:39.000000,125,2
2024-01-27T08:43:44.000000,121,2
2024-01-27T08:43:49.000000,124,2
2024-01-27T08:43:54.000000,125,2
2024-01-27T08:43:59.000000,130,1
2024-01-27T08:44:04.000000,128,1
2024-01-27T08:44:09.000000,123,2
2024-01-27T08:44:14.000000,120,2
2024-01-27T08:44:19.000000,122,2
2024-01-27T08:44:24.000000,125,2
2024-01-27T08:44:29.000000,128,2
2024-01-27T08:44:34.000000,129,2
2024-01-27T08:44:44.000000,130,2
2024-01-27T08:44:49.000000,129,2
2024-01-27T08:44:54.000000,126,3
2024-01-27T08:44:59.000000,118,3
2024-01-27T08:45:04.000000,108,2
2024-01-27T08:45:09.000000,105,2
2024-01-27T08:45:14.000000,107,2
2024-01-27T08:45:19.000000,112,2
2024-01-27T08:45:24.000000,110,2
2024-01-27T08:45:29.000000,113,2
2024-01-27T08:45:34.000000,116,2
2024-01-27T08:45:39.000000,117,2
2024-01-27T08:45:44.000000,110,2
2024-01-27T08:45:49.000000,105,2
2024-01-27T08:45:54.000000,103,2
2024-01-27T08:45:59.000000,102,2
2024-01-27T08:46:04.000000,99,2
2024-01-27T08:46:09.000000,100,2
2024-01-27T08:46:15.000000,101,2
2024-01-27T08:46:20.000000,100,2
2024-01-27T08:46:25.000000,99,2
2024-01-27T08:46:30.000000,97,2
2024-01-27T08:46:45.000000,94,2
2024-01-27T08:46:50.000000,92,3
2024-01-27T08:46:55.000000,93,2
2024-01-27T08:47:00.000000,96,2
2024-01-27T08:47:05.000000,93,2
2024-01-27T08:47:15.000000,95,3
2024-01-27T08:47:20.000000,99,2
2024-01-27T08:47:25.000000,104,3
2024-01-27T08:47:30.000000,100,3
2024-01-27T08:47:35.000000,99,3
2024-01-27T08:47:40.000000,97,2
2024-01-27T08:47:45.000000,98,2
2024-01-27T08:47:55.000000,101,2
2024-01-27T08:48:00.000000,98,3
2024-01-27T08:48:05.000000,98,2
2024-01-27T08:48:10.000000,96,2
2024-01-27T08:48:15.000000,97,2
2024-01-27T08:48:20.000000,98,2
2024-01-27T08:48:25.000000,101,2
2024-01-27T08:48:30.000000,102,2
2024-01-27T08:48:35.000000,107,2
2024-01-27T08:48:40.000000,102,2
2024-01-27T08:48:45.000000,99,2
2024-01-27T08:48:50.000000,98,2
2024-01-27T08:48:55.000000,101,2
2024-01-27T08:49:00.000000,101,3
2024-01-27T08:49:05.000000,100,2
2024-01-27T08:49:10.000000,104,2
2024-01-27T08:49:20.000000,103,2
2024-01-27T08:49:25.000000,98,2
2024-01-27T08:49:30.000000,96,2
2024-01-27T08:49:40.000000,97,2
2024-01-27T08:49:45.000000,98,2
2024-01-27T08:49:50.000000,101,2
2024-01-27T08:49:55.000000,99,2
2024-01-27T08:50:00.000000,98,2
2024-01-27T08:50:05.000000,100,2
2024-01-27T08:50:10.000000,102,2
2024-01-27T08:50:15.000000,103,3
2024-01-27T08:50:20.000000,104,3
2024-01-27T08:50:25.000000,100,2
2024-01-27T08:50:30.000000,98,2
2024-01-27T08:50:35.000000,96,2
2024-01-27T08:50:40.000000,97,2
2024-01-27T08:50:45.000000,96,2
2024-01-27T08:51:00.000000,98,2
2024-01-27T08:51:05.000000,99,2
2024-01-27T08:51:10.000000,100,2
2024-01-27T08:51:15.000000,101,2
2024-01-27T08:51:20.000000,100,2
2024-01-27T08:51:25.000000,99,2
2024-01-27T08:51:35.000000,96,2
2024-01-27T08:51:40.000000,98,2
2024-01-27T08:51:45.000000,101,2
2024-01-27T08:51:50.000000,106,2
2024-01-27T08:52:00.000000,104,2
2024-01-27T08:52:05.000000,100,2
2024-01-27T08:52:10.000000,98,2
2024-01-27T08:52:15.000000,99,2
2024-01-27T08:52:20.000000,100,2
2024-01-27T08:52:30.000000,101,2
2024-01-27T08:52:35.000000,102,2
2024-01-27T08:52:40.000000,101,2
2024-01-27T08:52:45.000000,103,2
2024-01-27T08:52:50.000000,101,2
2024-01-27T08:52:55.000000,99,2
2024-01-27T08:53:00.000000,100,2
2024-01-27T08:53:05.000000,99,2
2024-01-27T08:53:10.000000,100,2
2024-01-27T08:53:15.000000,96,2
2024-01-27T08:53:20.000000,95,2
2024-01-27T08:53:25.000000,97,2
2024-01-27T08:53:30.000000,100,2
2024-01-27T08:53:35.000000,101,2
2024-01-27T08:53:45.000000,103,2
2024-01-27T08:53:50.000000,105,2
2024-01-27T08:53:55.000000,107,2
2024-01-27T08:54:00.000000,104,2
2024-01-27T08:54:05.000000,104,3
2024-01-27T08:54:15.000000,103,2
2024-01-27T08:54:20.000000,102,2
2024-01-27T08:54:30.000000,103,2
2024-01-27T08:54:35.000000,104,2
2024-01-27T08:54:45.000000,106,2
2024-01-27T08:54:50.000000,108,1
2024-01-27T08:54:55.000000,119,2
2024-01-27T08:55:00.000000,135,2
2024-01-27T08:55:05.000000,139,2
2024-01-27T08:55:10.000000,143,2
2024-01-27T08:55:15.000000,145,2
2024-01-27T08:55:20.000000,139,2
2024-01-27T08:55:25.000000,136,2
2024-01-27T08:55:30.000000,139,3
2024-01-27T08:55:35.000000,138,2
2024-01-27T08:55:45.000000,133,2
2024-01-27T08:55:50.000000,131,2
2024-01-27T08:55:55.000000,132,2
2024-01-27T08:56:00.000000,136,2
2024-01-27T08:56:10.000000,134,2
2024-01-27T08:56:20.000000,140,2
2024-01-27T08:56:25.000000,132,2
2024-01-27T08:56:30.000000,129,2
2024-01-27T08:56:35.000000,130,2
2024-01-27T08:56:40.000000,134,2
2024-01-27T08:56:45.000000,135,2
2024-01-27T08:56:50.000000,137,2
2024-01-27T08:57:00.000000,134,2
2024-01-27T08:57:05.000000,130,2
2024-01-27T08:57:10.000000,133,2
2024-01-27T08:57:15.000000,132,2
2024-01-27T08:57:20.000000,133,1
2024-01-27T08:57:25.000000,142,2
2024-01-27T08:57:30.000000,150,2
2024-01-27T08:57:35.000000,154,2
2024-01-27T08:57:40.000000,149,2
2024-01-27T08:57:50.000000,150,2
2024-01-27T08:57:55.000000,147,2
2024-01-27T08:58:00.000000,149,2
2024-01-27T08:58:05.000000,153,2
2024-01-27T08:58:15.000000,152,2
2024-01-27T08:58:20.000000,148,2
2024-01-27T08:58:25.000000,149,2
2024-01-27T08:58:30.000000,152,2
2024-01-27T08:58:40.000000,154,2
2024-01-27T08:58:45.000000,158,2
2024-01-27T08:58:50.000000,160,2
2024-01-27T08:58:55.000000,159,2
2024-01-27T08:59:00.000000,160,2
2024-01-27T08:59:05.000000,161,2
2024-01-27T08:59:10.000000,164,2
2024-01-27T08:59:15.000000,166,2
2024-01-27T08:59:20.000000,167,2
2024-01-27T08:59:25.000000,168,2
2024-01-27T08:59:30.000000,169,2
2024-01-27T08:59:45.000000,168,2
2024-01-27T08:59:50.000000,167,2
2024-01-27T08:59:55.000000,168,2
2024-01-27T09:00:00.000000,167,2
2024-01-27T09:00:05.000000,165,2
2024-01-27T09:00:10.000000,163,2
2024-01-27T09:00:20.000000,159,2
2024-01-27T09:00:25.000000,160,2
